Level1,Level2,Level3,Level4,Citations
1987-1990,13,Maximum Likelihood Competitive Learning,Some Solutions to the Missing Feature Problem in Vision,0.06
1987-1990,13,Maximum Likelihood Competitive Learning,Unsupervised Learning of Mixtures of Multiple Causes in Binary Data,0.103
2002-2005,0,Locality Preserving Projections,Tensor Subspace Analysis,0.686
2002-2005,0,Locality Preserving Projections,Laplacian Score for Feature Selection,2.815
2002-2005,0,Locality Preserving Projections,Dimensionality Reduction Using the Sparse Linear Model,0.251
2011-2014,1,Ancestor Sampling for Particle Gibbs,Gaussian Process Volatility Model,0.075
2011-2014,2,Large Scale Distributed Deep Networks,The Sound of APALM Clapping: Faster Nonsmooth Nonconvex Optimization with Stochastic Asynchronous PALM,0.12
2005-2008,3,Adaptive Forward-Backward Greedy Algorithm for Sparse Learning with Linear Models,Boosting with Spatial Regularization,0.105
2008-2011,4,Adaptive Forward-Backward Greedy Algorithm for Sparse Learning with Linear Models,Boosting with Spatial Regularization,0.529
1987-1990,5,Statistical Prediction with Kanerva's Sparse Distributed Memory,Predicting Weather Using a Genetic Memory: A Combination of Kanerva's Sparse Distributed Memory with Holland's Genetic Algorithms,1.624
1996-1999,6,Data Visualization and Feature Selection: New Algorithms for Nongaussian Data,Feature Selection by Maximum Marginal Diversity,0.536
1999-2002,7,Data Visualization and Feature Selection: New Algorithms for Nongaussian Data,Feature Selection by Maximum Marginal Diversity,0.317
2008-2011,8,The Multidimensional Wisdom of Crowds,Bayesian Bias Mitigation for Crowdsourcing,0.328
1996-1999,9,Learning Lie Groups for Invariant Visual Perception,Learning transport operators for image manifolds,0.147
1999-2002,10,The Use of Classifiers in Sequential Inference,Online Learning via Global Feedback for Phrase Recognition,0.118
1996-1999,11,Inference in Multilayer Networks via Large Deviation Bounds,Gaussian Fields for Approximate Inference in Layered Sigmoid Belief Networks,3.059
2008-2011,12,Implicit encoding of prior probabilities in optimal neural populations,Efficient coding provides a direct link between prior and likelihood in perceptual Bayesian inference,1.567
2008-2011,12,Implicit encoding of prior probabilities in optimal neural populations,"Optimal Neural Tuning Curves for Arbitrary Stimulus Distributions: Discrimax, Infomax and Minimum ",0.25
2008-2011,12,Implicit encoding of prior probabilities in optimal neural populations,Optimal Neural Population Codes for High-dimensional Stimulus Variables,0.231
2008-2011,12,Implicit encoding of prior probabilities in optimal neural populations,Optimal prior-dependent neural population codes under shared input noise,5.388
2011-2014,13,A Safe Screening Rule for Sparse Logistic Regression,Regularization Path of Cross-Validation Error Lower Bounds,0.312
2014-2017,0,A Safe Screening Rule for Sparse Logistic Regression,Regularization Path of Cross-Validation Error Lower Bounds,9.848
2008-2011,1,Robust Lasso with missing and grossly corrupted observations,Robust Gaussian Graphical Modeling with the Trimmed Graphical Lasso,1.462
2011-2014,2,Robust Lasso with missing and grossly corrupted observations,Robust Gaussian Graphical Modeling with the Trimmed Graphical Lasso,0.309
1999-2002,3,Half-Lives of EigenFlows for Spectral Clustering,Hierarchical Eigensolver for Transition Matrices in Spectral Methods,0.383
2002-2005,4,Half-Lives of EigenFlows for Spectral Clustering,Hierarchical Eigensolver for Transition Matrices in Spectral Methods,0.402
2005-2008,5,Efficient sparse coding algorithms,Learning Horizontal Connections in a Sparse Coding Model of Natural Images,0.607
2005-2008,5,Efficient sparse coding algorithms,Sparse deep belief net model for visual area V2,0.055
2005-2008,5,Efficient sparse coding algorithms,Exploring Large Feature Spaces with Hierarchical Multiple Kernel Learning,0.255
2005-2008,5,Efficient sparse coding algorithms,An Homotopy Algorithm for the Lasso with Online Observations,0.785
2005-2008,5,Efficient sparse coding algorithms,Semi-supervised Learning with Weakly-Related Unlabeled Data : Towards Better Text Categorization,0.291
2005-2008,5,Efficient sparse coding algorithms,Sparse Online Learning via Truncated Gradient,0.073
2005-2008,5,Efficient sparse coding algorithms,Group Sparse Coding,0.074
2005-2008,5,Efficient sparse coding algorithms,Nonlinear Learning using Local Coordinate Coding,0.342
2005-2008,5,Efficient sparse coding algorithms,Deep Coding Network,99.7
2005-2008,5,Efficient sparse coding algorithms,Sparse Coding for Learning Interpretable Spatio-Temporal Primitives,1.6
2005-2008,5,Efficient sparse coding algorithms,Factorized Latent Spaces with Structured Sparsity,3.2
2005-2008,5,Efficient sparse coding algorithms,Adaptive Multi-Task Lasso: with Application to eQTL Detection,40.1
2005-2008,5,Efficient sparse coding algorithms,Linear Complementarity for Regularized Policy Evaluation and Improvement,1.3
2005-2008,5,Efficient sparse coding algorithms,Deciphering subsampled data: adaptive compressive sampling as a principle of brain communication,1.8
2005-2008,5,Efficient sparse coding algorithms,Dimensionality Reduction Using the Sparse Linear Model,0.267
2005-2008,5,Efficient sparse coding algorithms,Select and Sample - A Model of Efficient Neural Inference and Learning,1.418
2005-2008,5,Efficient sparse coding algorithms,Learning Sparse Representations of High Dimensional Data on Large Scale Dictionaries,0.988
2005-2008,5,Efficient sparse coding algorithms,A blind sparse deconvolution method for neural spike identification,0.323
2005-2008,5,Efficient sparse coding algorithms,Generalized Lasso based Approximation of Sparse Coding for Visual Recognition,2.077
2005-2008,5,Efficient sparse coding algorithms,Learning the Dependency Structure of Latent Factors,1.454
2005-2008,5,Efficient sparse coding algorithms,Unsupervised Template Learning for Fine-Grained Object Recognition,0.676
2005-2008,5,Efficient sparse coding algorithms,Learning to Align from Scratch,0.566
2005-2008,5,Efficient sparse coding algorithms,General Stochastic Networks for Classification,3.633
2005-2008,5,Efficient sparse coding algorithms,Encoding High Dimensional Local Features by Sparse Coding Based Fisher Vectors,0.226
2005-2008,5,Efficient sparse coding algorithms,Projective dictionary pair learning for pattern classification,0.053
2011-2014,6,Clustered factor analysis of multineuronal spike data,High-dimensional neural spike train analysis with generalized count linear dynamical systems,0.165
2014-2017,7,Clustered factor analysis of multineuronal spike data,High-dimensional neural spike train analysis with generalized count linear dynamical systems,0.3
1987-1990,8,Skeletonization: A Technique for Trimming the Fat from a Network via Relevance Assessment,Optimal Brain Damage,0.095
2011-2014,9,On Iterative Hard Thresholding Methods for High-dimensional M-Estimation,Robust Regression via Hard Thresholding,0.44
2014-2017,10,On Iterative Hard Thresholding Methods for High-dimensional M-Estimation,Robust Regression via Hard Thresholding,0.6
1996-1999,11,Incorporating Contextual Information in White Blood Cell Identification,Image Recognition in Context: Application to Microscopic Urinalysis,4.802
1990-1993,12,When will a Genetic Algorithm Outperform Hill Climbing,Genetic Algorithms and Explicit Search Statistics,0.338
1993-1996,13,When will a Genetic Algorithm Outperform Hill Climbing,Genetic Algorithms and Explicit Search Statistics,1.063
2011-2014,0,A new metric on the manifold of kernel matrices with application to matrix geometric means,Log-Hilbert-Schmidt metric between positive definite operators on Hilbert spaces,0.055
1996-1999,1,The Nonnegative Boltzmann Machine,High-temperature Expansions for Learning Models of Nonnegative Data,0.51
1999-2002,2,The Nonnegative Boltzmann Machine,High-temperature Expansions for Learning Models of Nonnegative Data,0.085
2005-2008,3,Convergence of Laplacian Eigenmaps,Statistical Analysis of Semi-Supervised Learning: The Limit of Infinite Unlabelled Data,0.125
1990-1993,4,Counting function theorem for multi-layer networks,MLP Can Provably Generalize Much Better than VC-bounds Indicate,0.075
1993-1996,5,Counting function theorem for multi-layer networks,MLP Can Provably Generalize Much Better than VC-bounds Indicate,0.398
2011-2014,6,Minimax-optimal Inference from Partial Rankings,Fast and Accurate Inference of Plackett?Luce Models,0.216
2014-2017,7,Minimax-optimal Inference from Partial Rankings,Fast and Accurate Inference of Plackett?Luce Models,0.134
2002-2005,8,Improved risk tail bounds for on-line algorithms,Generalization Error Bounds for Aggregation by Mirror Descent with Averaging,0.1
2002-2005,8,Improved risk tail bounds for on-line algorithms,On the Generalization Ability of Online Strongly Convex Programming Algorithms,0.065
2005-2008,9,Improved risk tail bounds for on-line algorithms,Generalization Error Bounds for Aggregation by Mirror Descent with Averaging,1.589
2005-2008,9,Improved risk tail bounds for on-line algorithms,On the Generalization Ability of Online Strongly Convex Programming Algorithms,0.341
2005-2008,10,Biasing Approximate Dynamic Programming with a Lower Discount Factor,On the Use of Non-Stationary Policies for Stationary Infinite-Horizon Markov Decision Processes,0.518
2008-2011,11,Biasing Approximate Dynamic Programming with a Lower Discount Factor,On the Use of Non-Stationary Policies for Stationary Infinite-Horizon Markov Decision Processes,0.533
1987-1990,12,Practical Characteristics of Neural Network and Conventional Pattern Classifiers on Artificial and Speech Problems,A Comparative Study of the Practical Characteristics of Neural Network and Conventional Pattern Classifiers,1.597
2005-2008,13,Bayesian Exponential Family PCA,Variational bounds for mixed-data factor analysis,4.955
2008-2011,0,Bayesian Exponential Family PCA,Variational bounds for mixed-data factor analysis,1.095
2014-2017,1,Learnability of Influence in Networks,Learning Influence Functions from Incomplete Observations,5.002
2008-2011,2,Streaming k-means approximation,Fast and Accurate k-means For Large Datasets,0.322
2008-2011,2,Streaming k-means approximation,Optimistic Concurrency Control for Distributed Unsupervised Learning,0.238
2008-2011,2,Streaming k-means approximation,Fast Distributed k-Center Clustering with Outliers on Massive Data,43.7
2008-2011,2,Streaming k-means approximation,A Constant-Factor Bi-Criteria Approximation Guarantee for k-means++,0.5
2008-2011,2,Streaming k-means approximation,Fast and Provably Good Seedings for k-Means,0.5
2011-2014,3,Scalable nonconvex inexact proximal splitting,Communication Efficient Distributed Machine Learning with the Parameter Server,0.135
2011-2014,3,Scalable nonconvex inexact proximal splitting,Proximal Stochastic Methods for Nonsmooth Nonconvex Finite-Sum Optimization,6.794
2011-2014,3,Scalable nonconvex inexact proximal splitting,NESTT: A Nonconvex Primal-Dual Splitting Method for Distributed and Stochastic Optimization,0.237
2011-2014,4,Probabilistic ODE Solvers with Runge-Kutta Means,Probabilistic Linear Multistep Methods,55
2014-2017,5,Probabilistic ODE Solvers with Runge-Kutta Means,Probabilistic Linear Multistep Methods,12.9
2005-2008,6,Sparse probabilistic projections,Multi-Label Prediction via Sparse Infinite CCA,3.1
2005-2008,6,Sparse probabilistic projections,Factorized Latent Spaces with Structured Sparsity,0.1
2005-2008,6,Sparse probabilistic projections,Sparse Bayesian Multi-Task Learning,0.8
2005-2008,6,Sparse probabilistic projections,Spike and Slab Variational Inference for Multi-Task and Multiple Kernel Learning,0.1
2005-2008,6,Sparse probabilistic projections,EigenNet: A Bayesian hybrid of generative and conditional models for sparse learning,0
2005-2008,6,Sparse probabilistic projections,Convex Multi-view Subspace Learning,14.6
2008-2011,7,Sparse probabilistic projections,Multi-Label Prediction via Sparse Infinite CCA,0.5
2008-2011,7,Sparse probabilistic projections,Factorized Latent Spaces with Structured Sparsity,0.2
2008-2011,7,Sparse probabilistic projections,Sparse Bayesian Multi-Task Learning,0.059
